mir	disease	pmid
mir-340	Carcinoma, Renal Cell, Clear-Cell	25450277
mir-425	Carcinoma, Renal Cell, Clear-Cell	25450277
mir-126	Atherosclerosis	25450610
mir-155	Atherosclerosis	25450610
mir-133	Bladder Fibrosis	25451078
let-7e	Breast Neoplasms	25451164
mir-125b-1	Breast Neoplasms	25451164
mir-141	Breast Neoplasms	25451164
mir-145	Breast Neoplasms	25451164
mir-196b	Breast Neoplasms	25451164
mir-200a	Breast Neoplasms	25451164
mir-200c	Breast Neoplasms	25451164
mir-31	Breast Neoplasms	25451164
mir-370	Breast Neoplasms	25451164
mir-429	Breast Neoplasms	25451164
mir-576	Breast Neoplasms	25451164
mir-760	Breast Neoplasms	25451164
mir-765	Breast Neoplasms	25451164
mir-638	Leukemia	25451924
mir-18a	Glioma	25452107
mir-29	Lung Fibrosis	25454218
mir-26a	Bladder Neoplasms	25455159
mir-373	Ovarian Neoplasms	25460499
mir-23a	Viral Infectious Disease	25461762
mir-129	Parkinson Disease	25465742
mir-132	Parkinson Disease	25465742
mir-7	Parkinson Disease	25465742
mir-9	Parkinson Disease	25465742
mir-451	Osteosarcoma	25471786
mir-32	Squamous Cell Carcinoma, Oral	25472588
mir-31	Colorectal Carcinoma	25472647
mir-218	Carcinoma, Cervical	25473903
mir-222	Squamous Cell Carcinoma, Oral	25474084
mir-150	Multiple Myeloma	25474406
mir-495	Gastric Neoplasms	25475733
mir-205	Neoplasms [unspecific]	25476932
mir-21	Lung Neoplasms	25477028
mir-127	Breast Neoplasms	25477702
mir-101	Osteosarcoma	25480586
mir-210	Glioma	25481483
mir-218	Squamous Cell Carcinoma, Esophageal	25482044
mir-203	Colorectal Carcinoma	25482885
mir-221	Carcinoma, Hepatocellular	25483016
mir-26b	Squamous Cell Carcinoma, Tongue	25483152
mir-100	Carcinoma, Colon	25483280
mir-30a	Lung Neoplasms	25484183
mir-143	Ovarian Neoplasms	25485872
mir-21	Biliary Atresia	25487473
mir-449a	Glioblastoma	25487955
mir-192	Multiple Myeloma	25489847
mir-215	Multiple Myeloma	25489847
mir-367	Gastric Neoplasms	25489984
mir-142	Melanoma	25490969
mir-150	Melanoma	25490969
mir-195	Osteosarcoma	25498513
mir-155	Lymphoma, B-Cell	25498913
mir-106a	Carcinoma, Breast	25499219
mir-106b	Carcinoma, Breast	25499219
mir-17	Carcinoma, Breast	25499219
mir-34a	Leukemia, Myeloid, Acute	25499621
mir-214	Neoplasms [unspecific]	25501033
mir-660	Lung Neoplasms	25501825
mir-24	Colorectal Carcinoma	25502080
mir-7	Colorectal Carcinoma	25503932
mir-17	Ovarian Neoplasms	25510663
mir-106a	Carcinoma, Hepatocellular	25510666
mir-200b	Graft-Versus-Host Disease	25510861
mir-379	Metabolic Syndrome	25510864
mir-218	Prostate Neoplasms	25511513
mir-21	Squamous Cell Carcinoma, Oral	25514838
mir-203	Glioma	25515700
mir-122	Hepatitis C Virus Infection	25518710
mir-223	Prostate Neoplasms	25519054
mir-107	Atherosclerosis	25522185
mir-206	Squamous Cell Carcinoma, Lung	25522678
mir-95	Mucosulfatidosis	25524633
mir-302a	Atherosclerosis	25524771
mir-142	Osteosarcoma	25530132
mir-338	Carcinoma, Hepatocellular	25531114
mir-873	Breast Neoplasms	25531331
mir-503	Osteosarcoma	25536034
mir-26b	Breast Neoplasms	25536365
mir-562	Breast Neoplasms	25536365
mir-26a	Carcinoma, Hepatocellular	25537511
mir-100	Breast Neoplasms	25537513
mir-135b	Carcinoma, Hepatocellular	25537516
mir-21	Renal Fibrosis	25541205
mir-193a	Bladder Neoplasms	25542424
mir-155	Leukemia	25543473
mir-21	Lymphoma, Large B-Cell	25543482
mir-21	Nasopharyngeal Neoplasms	25544502
mir-146b	Lymphoma, Large B-Cell, Diffuse	25544772
mir-222	Lymphoma, Large B-Cell, Diffuse	25544772
mir-21	Carcinoma, Hepatocellular	25544773
mir-193a	Ovarian Neoplasms	25545504
mir-200c	Colitis, Ulcerative	25546151
mir-130b	Scleroderma, Systemic	25547017
mir-146b	Thyroid Neoplasms	25547151
mir-103	Breast Neoplasms	25547678
mir-107	Breast Neoplasms	25547678
mir-18b	Breast Neoplasms	25547678
mir-652	Breast Neoplasms	25547678
mir-29a	Scleroderma, Systemic	25549087
mir-181b	Carcinoma, Thyroid, Papillary	25550803
mir-24	Leukemia, Myeloid, Acute	25550847
mir-34a	Bladder Neoplasms	25551284
mir-34a	Carcinoma, Embryonal	25551588
mir-601	Carcinoma, Embryonal	25551588
mir-374a	Gastric Neoplasms	25554419
mir-210	Carcinoma, Renal Cell	25555365
mir-214	Carcinoma, Cervical	25556274
mir-323a	Neoplasms [unspecific]	25556445
mir-34a	Bladder Neoplasms	25556547
mir-125a	Glioma	25560389
mir-328	Glioma	25562367
mir-21	Lung Neoplasms	25563770
mir-134	Glioma	25564273
mir-129	Osteosarcoma	25566966
mir-140	Colorectal Carcinoma	25567303
mir-708	Ovarian Neoplasms	25569036
mir-126	Neoplasms [unspecific]	25571061
mir-129	Neoplasms [unspecific]	25571061
mir-138	Neoplasms [unspecific]	25571061
mir-15b	Neoplasms [unspecific]	25571061
mir-16-2	Neoplasms [unspecific]	25571061
mir-196a	Neoplasms [unspecific]	25571061
mir-26b	Neoplasms [unspecific]	25571061
mir-30e	Neoplasms [unspecific]	25571061
mir-32	Neoplasms [unspecific]	25571061
mir-519e	Neoplasms [unspecific]	25571061
mir-624	Neoplasms [unspecific]	25571061
mir-9	Neoplasms [unspecific]	25571061
mir-126	Neoplasms [unspecific]	25572155
mir-21	Glioblastoma	25572456
mir-466	Lymphoma	25573115
mir-219	Tauopathy	25574843
mir-124	Lymphoma, Large B-Cell	25576220
mir-1280	Medulloblastoma	25576913
mir-296	Neoplasms [unspecific]	25577262
mir-145	Nasopharyngeal Neoplasms	25578496
mir-342	Carcinoma, Hepatocellular	25580008
mir-30a	Colorectal Carcinoma	25582198
mir-126	Colorectal Carcinoma	25584492
mir-34a	Neoplasms [unspecific]	25585539
mir-126	Carcinoma, Hepatocellular	25585946
mir-221	Laryngeal Neoplasms	25586265
mir-34a	Prostate Neoplasms	25587085
mir-199a	Polycystic Kidney Disease	25588980
mir-373	Lung Neoplasms	25591738
mir-512	Lung Neoplasms	25591738
mir-21	Adenocarcinoma, Pancreatic Ductal	25591761
mir-301a	Colorectal Carcinoma	25591765
mir-214	Neoplasms [unspecific]	25591843
mir-9	Osteosarcoma	25592968
mir-103	Liver Diseases [unspecific]	25593466
mir-200	Gastric Neoplasms	25595591
mir-10b	Breast Neoplasms	25596707
mir-874	Gastric Neoplasms	25596740
mir-526b	Lung Neoplasms	25596743
mir-9	Neoplasms [unspecific]	25596753
mir-637	Glioma	25597410
mir-197	Lung Neoplasms	25597412
mir-194	Colorectal Carcinoma	25602366
mir-204	Carcinoma, Thyroid	25603050
mir-21	Colorectal Carcinoma	25603978
mir-23a	Prostate Neoplasms	25604141
mir-23b	Prostate Neoplasms	25604141
mir-19a	Lung Neoplasms	25604748
mir-381	Glioma	25605243
mir-196b	Colorectal Carcinoma	25605245
mir-21	Liver Diseases [unspecific]	25605429
mir-206	Colorectal Carcinoma	25607234
mir-195	Carcinoma, Hepatocellular	25607636
mir-146a	Carcinoma, Hepatocellular	25607648
mir-101	Carcinoma, Nasopharyngeal	25607713
mir-133a	Carcinoma, Hepatocellular	25607810
mir-132	Lung Neoplasms	25607827
mir-21	Colorectal Carcinoma	25609245
mir-34c	Carcinoma, Nasopharyngeal	25611392
mir-10b	Atherosclerosis	25612666
let-7b	Gastric Neoplasms	25613480
mir-520g	Colorectal Carcinoma	25616665
mir-126	Diabetic Retinopathy	25616704
mir-29	Carcinoma, Hepatocellular	25616722
mir-17	Carcinoma, Hepatocellular	25617127
mir-133a	Gastric Neoplasms	25620172
mir-331	Leukemia, Myeloid, Acute	25620533
mir-203	Colorectal Carcinoma	25621839
mir-21	Adenocarcinoma, Pancreatic Ductal	25623117
mir-92a	Carcinoma, Cervical	25623537
mir-29c	Endometriosis	25625784
mir-21	Glioblastoma	25625875
mir-148b	Carcinoma, Hepatocellular	25627001
mir-1246	Inflammatory Bowel Diseases	25628040
mir-595	Inflammatory Bowel Diseases	25628040
mir-200b	Periodontitis	25630869
mir-30d	Pelvic Organ Prolapse	25630974
mir-1201	Adenocarcinoma, Esophageal	25631748
mir-149	Adenocarcinoma, Esophageal	25631748
mir-203	Adenocarcinoma, Esophageal	25631748
mir-22	Adenocarcinoma, Esophageal	25631748
mir-224	Adenocarcinoma, Esophageal	25631748
mir-23b	Adenocarcinoma, Esophageal	25631748
mir-27b	Adenocarcinoma, Esophageal	25631748
mir-452	Adenocarcinoma, Esophageal	25631748
mir-671	Adenocarcinoma, Esophageal	25631748
mir-944	Adenocarcinoma, Esophageal	25631748
mir-125b	Breast Neoplasms	25633049
mir-205	Breast Neoplasms	25633049
mir-424	Breast Neoplasms	25633049
mir-141	Gastric Neoplasms	25633292
mir-135	Breast Neoplasms	25634212
mir-203	Breast Neoplasms	25634212
mir-130b	Squamous Cell Carcinoma, Esophageal	25637514
mir-223	Pancreatic Neoplasms	25638153
mir-200b	Breast Neoplasms	25639535
mir-150	Cardiomegaly	25639779
mir-429	Squamous Cell Carcinoma, Oral	25640197
mir-487b	Nervous System Diseases [unspecific]	25660232
mir-21	Liver Cirrhosis	25661333
mir-520e	Lung Neoplasms	25661366
mir-132	Liver Neoplasms	25676267
mir-370	Liver Cirrhosis	25686745
mir-122	Neoplasms [unspecific]	25687306
mir-29	Diabetes Mellitus	25689084
mir-511	Depression Disorder	25689572
mir-30c	Hyperlipidemia	25692340
mir-106b	Neoplasms [unspecific]	25692889
mir-25	Neoplasms [unspecific]	25692889
mir-93	Neoplasms [unspecific]	25692889
mir-101	Carcinoma, Hepatocellular	25693145
mir-424	Leukemia, Myeloid, Chronic	25697481
mir-3189	Neoplasms [unspecific]	25698447
mir-23a	Adenocarcinoma, Pancreatic Ductal	25701323
mir-22	Carcinoma, Lung, Non-Small-Cell	25702651
mir-145	Carcinoma, Lung, Non-Small-Cell	25703099
mir-217	Carcinoma, Esophageal	25703328
mir-146a	Human Immunodeficiency Virus Infection	25705792
mir-506	Gastric Neoplasms	25707493
mir-132	Bipolar Disorder	25708817
mir-15b	Bipolar Disorder	25708817
mir-652	Bipolar Disorder	25708817
mir-1261	Pancreatic Neoplasms	25722110
mir-3676	Pancreatic Neoplasms	25722110
mir-4455	Pancreatic Neoplasms	25722110
mir-4644	Pancreatic Neoplasms	25722110
mir-4650	Pancreatic Neoplasms	25722110
mir-643	Pancreatic Neoplasms	25722110
mir-320	Ischemic Heart Disease	25724494
mir-155	Leukemia, Myeloid, Acute, Pediatric	25730818
mir-100	Heart Diseases [unspecific]	25736855
mir-200	Carcinoma, Endometrial	25738863
mir-21	Cardiovascular Diseases [unspecific]	25738901
mir-137	Carcinoma, Hepatocellular	25739100
mir-100	Neoplasms [unspecific]	25740059
mir-15a	Adenocarcinoma, Gastric	25743273
mir-16-1	Adenocarcinoma, Gastric	25743273
mir-133b	Neoplasms [unspecific]	25743594
mir-663	Pancreatic Neoplasms	25744894
mir-21	Atherosclerosis	25755729
mir-497	Kidney Neoplasms	25755771
mir-107	Carcinoma, Renal Cell, Clear-Cell	25758424
mir-4516	Prostate Neoplasms	25760964
mir-601	Prostate Neoplasms	25760964
mir-1290	Cardiomyopathy	25761932
mir-135b	Cardiomyopathy	25761932
mir-155	Cardiomyopathy	25761932
mir-190	Cardiomyopathy	25761932
mir-422a	Cardiomyopathy	25761932
mir-489	Cardiomyopathy	25761932
mir-590	Cardiomyopathy	25761932
mir-601	Cardiomyopathy	25761932
mir-200	Neoplasms [unspecific]	25762624
mir-130b	Pulmonary Hypertension	25763574
mir-145	Pulmonary Hypertension	25763574
mir-17	Pulmonary Hypertension	25763574
mir-204	Pulmonary Hypertension	25763574
mir-21	Pulmonary Hypertension	25763574
mir-424	Pulmonary Hypertension	25763574
mir-503	Pulmonary Hypertension	25763574
mir-532	Neoplasms [unspecific]	25766316
mir-21	Colorectal Carcinoma	25769454
mir-9	Asthma	25772595
mir-205	Osteosarcoma	25784290
mir-214	Osteosarcoma	25784290
mir-335	Osteosarcoma	25784290
mir-574	Osteosarcoma	25784290
mir-506	Carcinoma, Renal Cell, Clear-Cell	25793370
mir-27b	Pulmonary Hypertension	25795136
mir-26a	Diabetic Nephropathy	25797045
mir-221	Breast Neoplasms	25797271
mir-519d	Preeclampsia	25803859
mir-335	Carcinoma, Hepatocellular	25804796
mir-204	Vascular Disease [unspecific]	25806689
mir-30	Neoplasms [unspecific]	25810374
mir-106b	Carcinoma, Hepatocellular	25811030
mir-133b	Carcinoma, Hepatocellular	25811030
mir-199	Carcinoma, Hepatocellular	25811030
mir-199a	Carcinoma, Hepatocellular	25811030
mir-200b	Carcinoma, Hepatocellular	25811030
mir-26a	Carcinoma, Hepatocellular	25811030
mir-27a	Carcinoma, Hepatocellular	25811030
mir-30c	Carcinoma, Hepatocellular	25811030
mir-30e	Carcinoma, Hepatocellular	25811030
mir-451	Lung Neoplasms	25812923
mir-183	Squamous Cell Carcinoma, Lung	25813410
mir-218	Squamous Cell Carcinoma, Lung	25813410
mir-425	Squamous Cell Carcinoma, Lung	25813410
mir-492	Carcinoma, Renal Cell, Clear-Cell	25815441
mir-29c	Alzheimer Disease	25815896
mir-145	Carcinoma, Nasopharyngeal	25816323
mir-223	Carcinoma, Renal Cell, Clear-Cell	25818776
mir-155	Chordoma	25823817
mir-99a	Multiple Myeloma	25826415
mir-21	Neoplasms [unspecific]	25827073
mir-4458	Carcinoma, Hepatocellular	25833000
mir-27a	Carcinoma, Hepatocellular	25836616
mir-181b	Hypertrophic Scar	25837671
mir-101	Pancreatic Neoplasms	25841339
mir-24-2	Pancreatic Neoplasms	25841339
mir-223	Obesity	25842981
mir-126	Breast Neoplasms	25844955
mir-29a	Neoplasms [unspecific]	25846459
mir-210	Pulmonary Hypertension	25851536
mir-615	Adenocarcinoma, Pancreatic Ductal	25856297
mir-218	Neoplasms [unspecific]	25857406
let-7	Gastric Neoplasms	25860484
mir-28	Gastric Neoplasms	25860484
mir-409	Gastric Neoplasms	25860484
mir-625	Gastric Neoplasms	25860484
mir-503	Breast Neoplasms	25860935
mir-21	Glioblastoma	25861727
mir-30a	Mycobacterium tuberculosis Infection	25866116
mir-367	Adenocarcinoma, Pancreatic Ductal	25867271
mir-223	Colorectal Carcinoma	25867276
mir-95	Colorectal Carcinoma	25871428
mir-449a	Gastric Neoplasms	25871967
mir-141	Ovarian Neoplasms	25872328
mir-1269a	Colorectal Carcinoma	25872451
mir-146a	Astrocytoma	25873300
mir-155	Astrocytoma	25873300
mir-27a	Astrocytoma	25873300
mir-21	Thyroid-Associated Ophthalmopathy	25873777
mir-182	Multiple Myeloma	25874214
mir-96	Multiple Myeloma	25874214
mir-138	Pancreatic Neoplasms	25875420
mir-145	Hypertrophic Scar	25876136
mir-223	Leukemia, Lymphocytic, Chronic, B-Cell	25880332
mir-454	Osteosarcoma	25880599
mir-30c	Pulmonary Hypertension	25882492
mir-106a	Breast Neoplasms	25883093
mir-125b	Breast Neoplasms	25883093
mir-135b	Breast Neoplasms	25883093
mir-18a	Breast Neoplasms	25883093
mir-190b	Breast Neoplasms	25883093
mir-205	Breast Neoplasms	25883093
mir-214	Breast Neoplasms	25883093
mir-301a	Breast Neoplasms	25883093
mir-331	Breast Neoplasms	25883093
mir-342	Breast Neoplasms	25883093
mir-345	Breast Neoplasms	25883093
mir-375	Breast Neoplasms	25883093
mir-499	Breast Neoplasms	25883093
mir-122	Liver Neoplasms	25885701
mir-19a	Diabetes Mellitus	25887942
mir-19b	Diabetes Mellitus	25887942
mir-20a	Diabetes Mellitus	25887942
mir-184	Glioma	25888093
mir-15b	Neoplasms [unspecific]	25888955
mir-16	Neoplasms [unspecific]	25888955
mir-675	Carcinoma, Lung, Non-Small-Cell	25889562
mir-30a	Malignant Peripheral Nerve Sheath Tumor	25890085
mir-130a	Glioblastoma	25890369
mir-33a	Melanoma	25891797
mir-155	Neoplasms [unspecific]	25892205
mir-34	Neoplasms [unspecific]	25892205
mir-221	Atherosclerosis	25893733
mir-222	Atherosclerosis	25893733
mir-125b	Breast Neoplasms	25894378
mir-328	Chronic Obstructive Pulmonary Disease	25894560
mir-17	Fatty Liver, Non-Alcoholic	25896250
mir-146a	Inflammation	25896300
mir-128	Glioblastoma	25897645
mir-200c	Melanoma	25903073
mir-494	Intervertebral Disc Degeneration	25906693
mir-122	Liver Cirrhosis	25909171
mir-122	Neoplasms [unspecific]	25910843
mir-19a	Gastric Neoplasms	25914465
mir-17	Liver Fibrosis	25915722
mir-27a	Rhabdomyosarcoma	25915942
mir-128	Neoplasms [unspecific]	25916109
mir-501	Carcinoma, Hepatocellular	25917358
mir-128	Prostate Neoplasms	25921099
mir-145	Carcinoma, Breast	25923846
mir-320a	Carcinoma, Salivary Adenoid Cystic	25924850
mir-1294	Squamous Cell Carcinoma, Esophageal	25925090
mir-221	Carcinoma, Bladder	25928257
mir-122	Neoplasms [unspecific]	25935978
mir-21	Neoplasms [unspecific]	25942410
mir-27a	Carcinoma, Breast, Triple Negative	25943633
mir-375	Primary Aldosteronism	25944465
mir-221	Laryngeal Neoplasms	25945817
mir-143	Squamous Cell Carcinoma, Oral	25953639
mir-1207	Breast Neoplasms	25954907
mir-1285	Breast Neoplasms	25954907
mir-27a	Breast Neoplasms	25954907
mir-3687	Breast Neoplasms	25954907
mir-182	Light-Induced Retinal Injury	25955435
mir-183	Light-Induced Retinal Injury	25955435
mir-96	Light-Induced Retinal Injury	25955435
mir-106b	Bladder Neoplasms	25955758
mir-125b	Bladder Neoplasms	25955758
mir-575	Alopecia	25955790
mir-602	Alopecia	25955790
mir-29c	Alzheimer Disease	25955795
mir-451	Fatty Liver, Non-Alcoholic	25957914
mir-21	Breast Neoplasms	25958353
mir-34	Breast Neoplasms	25958353
mir-197	Uterine Leiomyoma	25960207
mir-217	Osteosarcoma	25960216
mir-206	Gastric Neoplasms	25960238
mir-145	Carcinoma, Lung, Non-Small-Cell	25961369
mir-1	Asthma	25961389
mir-26a	Diabetes Mellitus, Type 2	25961460
mir-204	Carcinoma, Ovarian	25962115
mir-433	Squamous Cell Carcinoma, Oral	25962939
mir-29a	Malignant Neoplasms [unspecific]	25968566
mir-29b	Malignant Neoplasms [unspecific]	25968566
mir-29c	Malignant Neoplasms [unspecific]	25968566
mir-182	Osteosarcoma	25973950
mir-5096	Glioma	25978028
mir-145	Pulmonary Hypertension	25979327
mir-21	Neoplasms [unspecific]	25991670
mir-506	Ovarian Neoplasms	25995442
mir-188	Carcinoma, Hepatocellular	25998163
mir-124	Carcinoma, Renal Cell, Clear-Cell	26002553
mir-204	Preeclampsia	26003727
mir-106a	Vascular Disease [unspecific]	26004384
mir-363	Vascular Disease [unspecific]	26004384
mir-217	Colorectal Carcinoma	26016795
mir-19a	Sepsis	26017478
mir-122	Liver Diseases [unspecific]	26019030
mir-451	Carcinoma, Esophageal	26019450
mir-34a	Lung Neoplasms	26022002
mir-1298	Arteriosclerosis Obliterans	26025955
mir-21	Neoplasms [unspecific]	26028073
mir-206	Spinal Muscular Atrophy	26030275
mir-20a	Carcinoma, Hepatocellular	26031366
mir-320a	Diabetes Mellitus	26031505
mir-486	Diabetes Mellitus	26031505
mir-145	Carcinoma, Bladder	26036261
mir-365	Carcinoma, Lung, Non-Small-Cell	26045746
mir-130a	Osteoarthritis	26045761
mir-375	Diabetes Mellitus	26047014
mir-9	Diabetes Mellitus	26047014
mir-21	Cardiovascular Diseases [unspecific]	26048714
mir-590	Neoplasms [unspecific]	26052692
mir-629	Neoplasms [unspecific]	26052692
mir-145	Prostate Neoplasms	26054847
mir-155	Gastric Neoplasms	26056431
mir-29b	Lung Neoplasms	26063204
mir-548d	Complex Regional Pain Syndrome	26072390
mir-15	Prostate Neoplasms	26073083
mir-16	Prostate Neoplasms	26073083
mir-21	Prostate Neoplasms	26073083
mir-30a	Prostate Neoplasms	26074357
mir-15	Pleural Mesothelioma	26075427
mir-16	Pleural Mesothelioma	26075427
mir-382	Squamous Cell Carcinoma, Esophageal	26078564
mir-26b	Carcinoma, Hepatocellular	26078955
mir-195	Carcinoma, Prostate	26080838
mir-223	Hemoglobinopathy	26080908
mir-30	Hemoglobinopathy	26080908
mir-200c	Carcinoma, Pancreatic	26081037
mir-409	Colorectal Carcinoma	26084278
let-7	Colorectal Carcinoma	26084510
mir-21	Colorectal Carcinoma	26084510
mir-150	Melanoma	26089374
mir-15b	Melanoma	26089374
mir-16	Melanoma	26089374
mir-374b	Melanoma	26089374
mir-494	Squamous Cell Carcinoma	26090866
mir-141	Breast Neoplasms	26095675
mir-143	Breast Neoplasms	26095675
mir-145	Breast Neoplasms	26095675
mir-155	Breast Neoplasms	26095675
mir-21	Breast Neoplasms	26095675
mir-31	Breast Neoplasms	26095675
mir-34a	Breast Neoplasms	26095675
mir-9	Breast Neoplasms	26095675
mir-98	Pulmonary Hypertension	26098770
mir-374b	Lymphoma, Non-Hodgkin	26100275
mir-137	Lung Neoplasms	26101014
mir-214	Neoplasms [unspecific]	26108246
mir-146a	Cardiovascular Diseases [unspecific]	26112171
mir-124	Neoplasms [unspecific]	26115122
mir-1260a	Asthma	26118177
mir-3162	Asthma	26118177
mir-126	Obesity	26122028
mir-141	Colorectal Carcinoma	26125745
mir-29b	Cerebral Ischemia	26126866
mir-16	Cystic Fibrosis	26133785
mir-215	Carcinoma, Hepatocellular	26135967
mir-363	Carcinoma, Hepatocellular	26143754
mir-122	Carcinoma, Hepatocellular	26151503
mir-130a	Carcinoma, Hepatocellular	26151503
mir-296	Carcinoma, Hepatocellular	26151503
mir-9	Carcinoma, Ovarian	26152689
mir-23b	Burns	26153982
mir-24	Arteriosclerosis Obliterans	26159387
mir-21	Multiple Myeloma	26160841
mir-17	Cystic Fibrosis	26160865
mir-1288	Chronic Pain	26166255
mir-1294	Chronic Pain	26166255
mir-1825	Chronic Pain	26166255
mir-645	Chronic Pain	26166255
mir-21	Breast Neoplasms	26169933
mir-205	Breast Neoplasms	26181203
mir-122	Prostate Neoplasms	26186079
mir-378	Leukemia, Myeloid, Acute	26191124
mir-221	Carcinoma, Renal Cell	26191221
mir-22	Diabetes Mellitus, Type 2	26193896
mir-101	Hemophagocytic Lymphohistiocytosis	26194545
mir-106b	Hemophagocytic Lymphohistiocytosis	26194545
mir-142	Hemophagocytic Lymphohistiocytosis	26194545
mir-143	Hemophagocytic Lymphohistiocytosis	26194545
mir-144	Hemophagocytic Lymphohistiocytosis	26194545
mir-16	Hemophagocytic Lymphohistiocytosis	26194545
mir-19a	Hemophagocytic Lymphohistiocytosis	26194545
mir-19b	Hemophagocytic Lymphohistiocytosis	26194545
mir-21	Hemophagocytic Lymphohistiocytosis	26194545
mir-223	Hemophagocytic Lymphohistiocytosis	26194545
mir-423	Hemophagocytic Lymphohistiocytosis	26194545
mir-451	Hemophagocytic Lymphohistiocytosis	26194545
let-7a	Kaposi Sarcoma	26197270
mir-542	Neoplasms [unspecific]	26203762
mir-216a	Osteoporosis	26206089
mir-10b	Breast Neoplasms	26206152
mir-212	Alcoholic Hepatitis	26207424
mir-150	Osteoporosis	26212040
mir-371b	Chondrosarcoma	26214773
mir-634	Neoplasms [unspecific]	26216549
mir-206	Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	26221902
mir-26b	Respiratory Syncytial Virus Pneumonia	26222045
mir-106b	Colorectal Carcinoma	26223867
mir-143	Gastric Neoplasms	26231888
mir-34c	Myocardial Infarction	26232617
mir-142	Gastric Neoplasms	26232716
mir-141	Gastric Neoplasms	26233544
mir-17	Carcinoma, Hepatocellular	26233958
mir-18	Carcinoma, Hepatocellular	26233958
mir-19a	Carcinoma, Hepatocellular	26233958
mir-19b-1	Carcinoma, Hepatocellular	26233958
mir-20a	Carcinoma, Hepatocellular	26233958
mir-92-1	Carcinoma, Hepatocellular	26233958
mir-100	Carotid Atherosclerosis	26238333
mir-125a	Carotid Atherosclerosis	26238333
mir-127	Carotid Atherosclerosis	26238333
mir-133a	Carotid Atherosclerosis	26238333
mir-145	Carotid Atherosclerosis	26238333
mir-221	Carotid Atherosclerosis	26238333
mir-101	Prostate Neoplasms	26242038
mir-93	Osteosarcoma	26243299
mir-1	Ovarian Neoplasms	26247403
mir-345	Pancreatic Neoplasms	26247574
mir-21	Leukemia	26248946
mir-221	Breast Neoplasms	26253160
mir-224	Neoplasms [unspecific]	26254100
let-7	Neoplasms [unspecific]	26256260
mir-122	Neoplasms [unspecific]	26256260
mir-143	Neoplasms [unspecific]	26256260
mir-145	Neoplasms [unspecific]	26256260
mir-17	Neoplasms [unspecific]	26256260
mir-18	Neoplasms [unspecific]	26256260
mir-19a	Neoplasms [unspecific]	26256260
mir-19b-1	Neoplasms [unspecific]	26256260
mir-20a	Neoplasms [unspecific]	26256260
mir-21	Neoplasms [unspecific]	26256260
mir-221	Neoplasms [unspecific]	26256260
mir-92-1	Neoplasms [unspecific]	26256260
mir-155	Myocardial Infarction	26258537
mir-21	Myocardial Infarction	26258537
mir-29	Myocardial Infarction	26258537
mir-106a	Adenocarcinoma, Pancreatic Ductal	26259238
mir-10a	Adenocarcinoma, Pancreatic Ductal	26259238
mir-124	Adenocarcinoma, Pancreatic Ductal	26259238
mir-148a	Adenocarcinoma, Pancreatic Ductal	26259238
mir-155	Adenocarcinoma, Pancreatic Ductal	26259238
mir-194	Adenocarcinoma, Pancreatic Ductal	26259238
mir-200b	Adenocarcinoma, Pancreatic Ductal	26259238
mir-200c	Adenocarcinoma, Pancreatic Ductal	26259238
mir-21	Adenocarcinoma, Pancreatic Ductal	26259238
mir-221	Adenocarcinoma, Pancreatic Ductal	26259238
mir-222	Adenocarcinoma, Pancreatic Ductal	26259238
mir-224	Adenocarcinoma, Pancreatic Ductal	26259238
mir-27a	Adenocarcinoma, Pancreatic Ductal	26259238
mir-34	Adenocarcinoma, Pancreatic Ductal	26259238
mir-367	Adenocarcinoma, Pancreatic Ductal	26259238
mir-429	Adenocarcinoma, Pancreatic Ductal	26259238
mir-486	Adenocarcinoma, Pancreatic Ductal	26259238
mir-615	Adenocarcinoma, Pancreatic Ductal	26259238
mir-15b	Carcinoma, Hepatocellular	26259570
mir-181c	Carcinoma, Hepatocellular	26259570
mir-29c	Carcinoma, Hepatocellular	26259570
mir-338	Carcinoma, Hepatocellular	26259570
mir-378	Carcinoma, Hepatocellular	26259570
mir-450b	Carcinoma, Hepatocellular	26259570
mir-760	Carcinoma, Hepatocellular	26259570
mir-200c	Ovarian Neoplasms	26260454
mir-31	Ovarian Neoplasms	26260454
mir-383	Skin Neoplasms	26261078
mir-34c	Carcinoma, Lung, Non-Small-Cell	26261507
mir-200c	Pancreatic Neoplasms	26261532
mir-218	Carcinoma, Endometrial	26261543
mir-1228	Breast Neoplasms	26261546
mir-296	Carcinoma, Laryngeal	26264462
mir-122	Alcoholic Hepatitis	26264599
mir-1246	Alcoholic Hepatitis	26264599
mir-130a	Alcoholic Hepatitis	26264599
mir-192	Alcoholic Hepatitis	26264599
mir-30a	Alcoholic Hepatitis	26264599
mir-30b	Alcoholic Hepatitis	26264599
mir-744	Alcoholic Hepatitis	26264599
mir-544a	Gastric Neoplasms	26264654
mir-203	Head And Neck Neoplasms	26265694
mir-143	Colorectal Carcinoma	26266366
mir-17	Colorectal Carcinoma	26266366
mir-18	Colorectal Carcinoma	26266366
mir-19a	Colorectal Carcinoma	26266366
mir-19b-1	Colorectal Carcinoma	26266366
mir-20a	Colorectal Carcinoma	26266366
mir-92-1	Colorectal Carcinoma	26266366
mir-155	Uremic Neuropathy	26267685
mir-23b	Colorectal Carcinoma	26269151
mir-365-1	Colorectal Carcinoma	26269151
